siteName,taxonPercent,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,age (Calander Years BP),chronologyID,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,precip1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmax1,tmean1,tmax2,tmin2,tmean2,tmax3,tmin3,tmean3,tmin4,tmax4,tmean4,tmin5,tmax5,tmean5,tmin6,tmax6,tmean6,tmin7,tmax7,tmean7,tmin8,tmax8,tmean8,tmin9,tmax9,tmean9,tmin10,tmax10,tmean10,tmin11,tmax11,tmean11,tmin12,tmax12,tmean12
Pinckneyville Creek Site 21,60.38251366,31.047778,-91.482222,79,1836,0,,21280,,,Radiocarbon years BP,,958,221,366,17,21,1900,pollen,Section,182.9000092,117.4000015,98.5,77.5,81.5,88.5,146.5,168.1000061,175,180.1000061,228.4000092,257.8999939,-11.59000015,-1.480000019,-6.535000086,1.689999938,-9.269999504,-3.789999783,8.63999939,-2.919999838,2.859999776,4.529999733,16.30999947,10.4199996,11.71000004,23.43000031,17.57000017,17.57999992,29.57999992,23.57999992,19.90999985,31.42000008,25.66499996,19.05999947,30.5,24.77999973,14.63000011,25.78999901,20.20999956,5.679999828,17.65999985,11.66999984,-2.899999857,8.069999695,2.584999919,-9.380000114,0.5,-4.440000057
Nonconnah Creek [TN-1],56.2962963,35.08333333,-89.91666667,76,1757,92.5,,21060,,,Radiocarbon years BP,,884,228,405,32,38,1815,pollen,Section,121.9000015,99.20000458,123.5,120.5999985,111.9000015,81.90000153,91.80000305,108.5,130.1999969,148.3000031,188.6999969,166.6000061,-26.96999931,-15.02999973,-20.99999952,-12.28999996,-23.68000031,-17.98500013,-4.480000019,-14.19999981,-9.339999914,-2.829999924,5.159999847,1.164999962,7.099999905,14.75,10.92499995,14.47999954,23.68999863,19.08499908,17.70999908,27.28999901,22.49999905,16.26000023,25.63999939,20.94999981,9.929999352,18.60000038,14.26499987,-1.879999995,8.13999939,3.129999697,-13.71999931,-3.299999952,-8.509999633,-23.1099987,-12.25,-17.67999935
Arrington Marsh,58.57142857,39.495,-95.526667,280,213,573,,20956,,,Radiocarbon years BP,,45,328,560,19,21,214,pollen,Core,17,22.80000114,51.10000229,76.80000305,86.90000153,72.09999847,49.70000076,68.30000305,99.09999847,84.30000305,51.60000229,29,-35.61000061,-23.86999893,-29.73999977,-20.80999947,-32.04000092,-26.42500019,-13.63000011,-23.57999992,-18.60500002,-12.67999935,-4.150000095,-8.414999723,-1.829999924,5.46999979,1.819999933,7.799999714,15.39999962,11.59999967,12.00999928,20.44999886,16.22999907,9.469999313,18.14999962,13.80999947,0.170000002,9.029999733,4.599999867,-11.52999973,-1.889999986,-6.709999859,-23.26000023,-13.32999992,-18.29500008,-32.04999924,-21.5,-26.77499962
Tunica Bayou Site 22,60.36585366,30.962778,-91.519444,31,2574,0,,20615,,,Radiocarbon years BP,,1279,198,328,22,27,2667,pollen,Section,182.5,106.2000046,81.80000305,66.70000458,71.90000153,87,138.1000061,168.6000061,199.4000092,216.6999969,250.5,270.6000061,-10.55999947,-0.560000002,-5.559999734,2.589999914,-8.099999428,-2.754999757,9.18999958,-1.889999986,3.649999797,5.480000019,16.82999992,11.15499997,12.64999962,24.13999939,18.3949995,18.51000023,30.1099987,24.30999947,20.77000046,31.6799984,26.22499943,19.54999924,30.65999985,25.10499954,14.67999935,25.57999992,20.12999964,5.339999676,17.61999893,11.4799993,-2.929999828,8.38999939,2.729999781,-8.75,1.25,-3.75
Arrington Marsh,55.77889447,39.495,-95.526667,280,213,553,,20573,,,Radiocarbon years BP,,45,222,398,24,25,214,pollen,Core,16,21.89999962,51.29999924,81.59999847,96.5,81.80000305,56.5,77.09999847,109.3000031,88.59999847,51.29999924,27.60000038,-35.68999863,-23.76999855,-29.72999859,-20.42000008,-31.72999954,-26.07499981,-13.2699995,-23.05999947,-18.16499949,-11.92000008,-3.730000019,-7.825000048,-0.769999981,6.150000095,2.690000057,9.050000191,16.35000038,12.70000029,13.02999973,21.20999908,17.11999941,9.789999962,18.14999962,13.96999979,-0.419999987,8.039999962,3.809999987,-12.67999935,-3.399999857,-8.039999604,-24.38999939,-14.63000011,-19.50999975,-32.66999817,-22.05999947,-27.36499882
Nonconnah Creek [TN-1],49.24731183,35.08333333,-89.91666667,76,1757,82.5,,20563,,,Radiocarbon years BP,,884,229,465,36,49,1815,pollen,Section,105.8000031,87.70000458,118.0999985,124.7000046,121,89.80000305,102.5,125.5,155.1000061,171.1000061,197,153.6999969,-26.34999847,-14.5199995,-20.43499899,-11.94999981,-23.15999985,-17.55499983,-4.610000134,-14.00999928,-9.309999704,-2.869999886,4.769999981,0.950000048,7.089999676,14.46000004,10.77499986,14.65999985,23.73999977,19.19999981,17.93000031,27.45999908,22.69499969,16.28999901,25.55999947,20.92499924,9.670000076,18.07999992,13.875,-2.210000038,7.489999771,2.639999866,-13.77999973,-3.649999857,-8.714999795,-22.73999977,-12.02999973,-17.38499975
Muscotah Marsh,61.75438596,39.53,-95.513333,280,1725,973,,20469,,,Radiocarbon years BP,,851,176,285,13,17,1782,pollen,Core,13.5,19.20000076,42.10000229,69.30000305,84.20000458,73.5,50.5,66.09999847,100.7000046,78.09999847,44.5,22.60000038,-37.45999908,-25.53999901,-31.49999905,-21.84000015,-33.45999908,-27.64999962,-13.7699995,-24.32999992,-19.04999971,-12.81999969,-3.579999924,-8.199999809,-1.860000014,6.109999657,2.124999821,7.519999981,15.71999931,11.61999965,11.23999977,20.14999962,15.69499969,8.090000153,17.03999901,12.56499958,-1.539999962,7.329999924,2.894999981,-13.43999958,-3.799999952,-8.619999766,-25.46999931,-15.67000008,-20.56999969,-34.34000015,-23.70999908,-29.02499962
Jackson Pond,50.57471264,37.43255,-85.72462,260,1125,700,0.8,20264,,,Radiocarbon years BP,,554,176,348,21,26,1160,pollen,Core,86.30000305,80.20000458,136.1999969,132.3000031,142.4000092,111.3000031,113.9000015,124.0999985,167.6000061,167.1999969,159.9000092,114.5999985,-31.63999939,-16.97999954,-24.30999947,-14.71999931,-29.39999962,-22.05999947,-7.940000057,-20.73999977,-14.33999991,-10.43999958,0.930000007,-4.754999787,0.059999999,10.18999958,5.12499979,9.349999428,18.80999947,14.07999945,13.10999966,22.20999908,17.65999937,10.46000004,19.6099987,15.03499937,2.480000019,12.17000008,7.325000048,-10.34000015,1.649999976,-4.345000088,-20.6099987,-8.289999962,-14.44999933,-28.8599987,-15.59999943,-22.22999907
Arrington Marsh,61.2244898,39.495,-95.526667,280,213,533,,20190,,,Radiocarbon years BP,,45,270,441,26,28,214,pollen,Core,16.30000114,20.89999962,44.60000229,66.59999847,79.20000458,71.59999847,52.60000229,73.5,104.5,86.70000458,52.20000076,28.89999962,-36.27000046,-24.53999901,-30.40499973,-20.84000015,-32.09999847,-26.46999931,-13.15999985,-23.13999939,-18.14999962,-11.89999962,-3.329999924,-7.614999771,-0.889999986,6.449999809,2.779999912,8.609999657,16.26000023,12.43499994,12.34999943,20.80999947,16.57999945,9.069999695,17.69000053,13.38000011,-1.039999962,7.669999599,3.314999819,-13.22999954,-3.769999981,-8.499999762,-24.95999908,-15.18999958,-20.07499933,-33.31999969,-22.8599987,-28.0899992
Marl Pond,48.8372093,55.047975,-105.385195,379,11749,350,,20182,20622,19906,Radiocarbon years BP,,9899,84,172,15,17,17715,pollen,Core,3.299999952,2.200000048,3.200000048,6,13.60000038,42.79999924,58.5,47.10000229,36.5,14.90000057,8.900000572,4.400000095,-47.12999725,-41.06999969,-44.09999847,-34.20999908,-45.20000076,-39.70499992,-25.18999863,-42.91999817,-34.0549984,-35.52999878,-15.54999924,-25.53999901,-29.22999954,-9.130000114,-19.17999983,-22.63999939,-6.25,-14.44499969,-19.72999954,-5.529999733,-12.62999964,-24.29999924,-9.710000038,-17.00499964,-32.79000092,-17.56999969,-25.18000031,-38.82999802,-25.57999992,-32.20499897,-44.70000076,-35.18000031,-39.94000053,-47.12999725,-40.71999741,-43.92499733
Davis Lake,63.39285714,46.591667,-122.25,282,534,1520,1,20164,,,Radiocarbon years BP,,296,71,112,7,9,550,pollen,Core,263.3999939,184.4000092,179.1000061,127.7000046,133.5,150.6000061,66.09999847,76.70000458,89,121.7000046,186.4000092,238,-10.01000023,-4,-7.005000114,-0.639999986,-7.569999695,-4.10499984,2.50999999,-4.559999943,-1.024999976,-1.25999999,5.829999924,2.284999967,2.180000067,8.949999809,5.564999938,4.679999828,11.06999969,7.874999762,6.059999943,14.11999989,10.08999991,4.710000038,13.32999992,9.019999981,0.899999976,10.21000004,5.555000007,-3.429999828,4.679999828,0.625,-7.879999638,-1.079999924,-4.479999781,-10.05000019,-4.049999714,-7.049999952
Jackson Pond,59.46745562,37.43255,-85.72462,260,1125,670,0.8,19867,,,Radiocarbon years BP,,554,201,338,19,23,1160,pollen,Core,81.90000153,72.90000153,115.2000046,109.8000031,126,108.8000031,117,124.2000046,153.4000092,143.8000031,140.3000031,107.0999985,-31.14999962,-16.38999939,-23.7699995,-14.11999989,-29.1099987,-21.61499929,-7.129999638,-20.53999901,-13.83499932,-10.31999969,1.819999933,-4.249999881,0.089999996,10.92999935,5.509999674,9.340000153,19.29999924,14.31999969,13.25,22.67000008,17.96000004,10.93999958,20.34000015,15.63999987,3.379999876,13.32999992,8.3549999,-9.210000038,3.029999971,-3.090000033,-19.53999901,-7.059999943,-13.29999948,-28.06999969,-14.75999928,-21.41499949
Nonconnah Creek [TN-1],58.96103896,35.08333333,-89.91666667,76,1757,72.5,,19852,,,Radiocarbon years BP,,884,227,385,28,35,1815,pollen,Section,135.8000031,109.5,134,132.8000031,129.5,101.2000046,116.3000031,132.8000031,147.9000092,159.5,200.6000061,182.3000031,-25.95999908,-13.80999947,-19.88499928,-11.07999992,-22.57999992,-16.82999992,-4,-13.59000015,-8.795000076,-2.369999886,5.279999733,1.454999924,8.019999504,15.23999977,11.62999964,16.11999893,24.90999985,20.51499939,19.34000015,28.51999855,23.92999935,16.90999985,25.8599987,21.38499928,9.130000114,17.34000015,13.23500013,-3.419999838,6.239999771,1.409999967,-14.82999992,-4.569999695,-9.699999809,-23,-12.02999973,-17.51499987
Boney Spring,53.97350993,38.111944,-93.366944,210,295,517,,19834,,,Radiocarbon years BP,,1386,163,302,15,16,3067,pollen,Excavation,44.10000229,42.40000153,75.5,96.20000458,104.2000046,87.90000153,67.59999847,84.80000305,123.8000031,113.7000046,93,55.20000076,-34.18999863,-22.90999985,-28.54999924,-19.81999969,-30.59000015,-25.20499992,-12.0199995,-21.67000008,-16.84499979,-10.47999954,-1.969999909,-6.224999726,0.810000002,8.75,4.780000001,10.85999966,19.56999969,15.21499968,14.71999931,24.64999962,19.68499947,11.32999992,21.27999878,16.30499935,1.120000005,10.48999977,5.804999888,-11.36999989,-1.779999971,-6.574999928,-23.01999855,-13.35999966,-18.1899991,-31.40999985,-21.20999908,-26.30999947
Arrington Marsh,51.87793427,39.495,-95.526667,280,213,513,,19807,,,Radiocarbon years BP,,45,221,426,28,30,214,pollen,Core,12.60000038,17.70000076,45.20000076,78.80000305,97.90000153,82.90000153,57.5,79.70000458,114.7000046,89.09999847,46.70000076,22.70000076,-36.77000046,-24.80999947,-30.78999996,-21.43999863,-32.70999908,-27.07499886,-14.13999939,-23.76000023,-18.94999981,-12.11999989,-3.9599998,-8.039999843,-0.310000002,7.019999981,3.354999989,10.11999989,18.38999939,14.25499964,14.31999969,23.70999908,19.01499939,10.80999947,20.17000008,15.48999977,-0.039999999,8.869999886,4.414999943,-12.96999931,-3.679999828,-8.324999571,-25.15999985,-15.53999996,-20.3499999,-33.70000076,-23.1099987,-28.40499973
Jackson Pond,47.65291607,37.43255,-85.72462,260,1125,640,0.8,19470,,,Radiocarbon years BP,,554,167.5,351.5,25,29,1160,pollen,Core,79.30000305,74.40000153,128.8000031,131.1999969,150.4000092,123.9000015,128.3000031,135.4000092,172.1999969,160.9000092,147,104.5,-32.36999893,-17.78999901,-25.07999897,-15.36999989,-29.80999947,-22.58999968,-8.269999504,-20.60000038,-14.43499994,-9.909999847,0.769999981,-4.569999933,0.620000005,9.929999352,5.274999678,9.670000076,18.29999924,13.98499966,13.22999954,21.55999947,17.3949995,10.53999996,19.02999878,14.78499937,2.629999876,11.77999973,7.204999805,-10.30000019,1.329999924,-4.485000133,-20.87999916,-8.75,-14.81499958,-29.51000023,-16.31999969,-22.91499996
Marl Pond,52.79503106,55.047975,-105.385195,379,11749,340,,19456,19898,19179,Radiocarbon years BP,,9899,170,322,15,16,17715,pollen,Core,3.5,2.400000095,3.5,6.300000191,13.80000019,41.29999924,55.90000153,46.70000076,38.40000153,16.30000114,9.800000191,4.800000191,-47.5,-41.16999817,-44.33499908,-34.11000061,-45.36999893,-39.73999977,-24.64999962,-42.45999908,-33.55499935,-34.75,-14.81999969,-24.78499985,-28.68999863,-8.590000153,-18.63999939,-22.65999985,-6.139999866,-14.39999986,-19.93000031,-5.609999657,-12.76999998,-24.09000015,-9.599999428,-16.84499979,-31.84999847,-17.03999901,-24.44499874,-37.59000015,-24.8599987,-31.22499943,-43.84000015,-34.65999985,-39.25,-47.06999969,-40.62999725,-43.84999847
Arrington Marsh,57.40740741,39.495,-95.526667,280,213,493,,19424,,,Radiocarbon years BP,,45,248,432,24,26,214,pollen,Core,16.30000114,21,45.60000229,70.80000305,89.5,85.30000305,63.29999924,86.09999847,115.0999985,89.5,51.90000153,28.60000038,-36.81999969,-24.73999977,-30.77999973,-21.36999893,-32.84999847,-27.1099987,-14.0199995,-24.01000023,-19.01499987,-12.42999935,-4,-8.214999676,-0.589999974,6.589999676,2.999999851,9.93999958,17.5,13.71999979,14.21999931,22.65999985,18.43999958,10.75,19.38999939,15.06999969,-0.109999999,8.630000114,4.260000058,-13.03999996,-3.49000001,-8.264999986,-25.20999908,-15.22999954,-20.21999931,-33.71999741,-22.93000031,-28.32499886
Muscotah Marsh,58.60869565,39.53,-95.513333,280,1725,968,,19183,,,Radiocarbon years BP,,851,337,575,21,24,1782,pollen,Core,15.69999981,21.39999962,42.70000076,67.70000458,87.59999847,86.20000458,62.90000153,78.40000153,103.2000046,74.20000458,44.60000229,25.30000114,-37.11000061,-25.53999901,-31.32499981,-21.82999992,-33.32999802,-27.57999897,-13.94999981,-24.76999855,-19.35999918,-13.35999966,-3.649999857,-8.504999757,-1.799999952,6.569999695,2.384999871,8.519999504,16.86999893,12.69499922,12.60999966,21.46999931,17.03999949,8.93999958,17.84000015,13.38999987,-1.75,7.190000057,2.720000029,-14.27999973,-4.579999924,-9.429999828,-26.17000008,-16.46999931,-21.31999969,-34.36000061,-24.04999924,-29.20499992
Jackson Pond,45.60906516,37.43255,-85.72462,260,1125,610,0.8,19073,,,Radiocarbon years BP,,554,161,353,22,28,1160,pollen,Core,85.40000153,79.70000458,135.1999969,135.8000031,155,125.5999985,127.9000015,135,170.1999969,158.1999969,149,110.5999985,-32.75,-19.12999916,-25.93999958,-16.59000015,-30.01000023,-23.30000019,-9.059999466,-20.44999886,-14.75499916,-9.529999733,0.449999988,-4.539999872,0.98999995,9.93999958,5.464999765,9.849999428,18.45999908,14.15499926,13.27999973,21.82999992,17.55499983,10.63999939,19.38999939,15.01499939,2.849999905,12.13000011,7.49000001,-10.07999992,1.409999967,-4.334999979,-20.86999893,-9.199999809,-15.03499937,-29.78999901,-17.35000038,-23.56999969
Arrington Marsh,58.33333333,39.495,-95.526667,280,213,473,,19041,,,Radiocarbon years BP,,45,238,408,21,22,214,pollen,Core,13.90000057,19.30000114,49,82.59999847,96.70000458,77.40000153,53.40000153,78,123.2000046,102.5,54.5,25.80000114,-37.07999802,-24.97999954,-31.02999878,-21.22999954,-32.75,-26.98999977,-13.17999935,-23.20999908,-18.19499922,-11.42000008,-2.879999876,-7.149999976,-0.140000001,7.319999695,3.589999847,9.409999847,17.44999886,13.42999935,13.21999931,22.19999886,17.70999908,10.11999989,19.13999939,14.62999964,0.170000002,9.029999733,4.599999867,-12.22999954,-2.75999999,-7.494999766,-24.56999969,-14.71999931,-19.6449995,-33.70999908,-22.96999931,-28.3399992
Boney Spring,44.14715719,38.111944,-93.366944,210,295,497,,18988,,,Radiocarbon years BP,,1386,132,299,12,13,3067,pollen,Excavation,32.29999924,32.29999924,64.5,93.59999847,111.5,97.30000305,76,97.40000153,143,121.4000015,85.40000153,43.29999924,-35.59999847,-23.80999947,-29.70499897,-20.20999908,-31.51000023,-25.85999966,-11.72999954,-21.73999977,-16.73499966,-9.929999352,-1.269999981,-5.599999666,1.480000019,9.449999809,5.464999914,11.23999977,19.90999985,15.57499981,14.80999947,24.59000015,19.69999981,11.30000019,20.96999931,16.13499975,1.059999943,10.03999996,5.549999952,-11.65999985,-2.399999857,-7.029999852,-23.81999969,-14.22999954,-19.02499962,-32.72999954,-22.25,-27.48999977
Pinckneyville Creek Site 20,59.45945946,31.048333,-91.481944,79,1835,3,,18790,,,Radiocarbon years BP,,957,132,222,20,23,1899,pollen,Section,189.3000031,125.2000046,107.5999985,81.5,77.40000153,74.09999847,114.0999985,133.1999969,152.3000031,172.4000092,230.6999969,262.8000183,-12.96000004,-2.769999981,-7.86500001,0.74000001,-10.25,-4.754999995,7.889999866,-3.599999905,2.144999981,4.299999714,15.88000011,10.08999991,12.09000015,23.45999908,17.77499962,18.47999954,30.01000023,24.24499989,20.71999931,31.72999954,26.22499943,19.07999992,30.09999847,24.5899992,13.47999954,24.35000038,18.91499996,3.669999838,15.52999973,9.599999785,-5.119999886,5.849999905,0.36500001,-11.22999954,-1.289999962,-6.259999752
Arrington Marsh,56.43044619,39.495,-95.526667,280,213,458,,18753,,,Radiocarbon years BP,,45,215,381,25,28,214,pollen,Core,14.5,19.20000076,44.60000229,71.59999847,86.80000305,76.20000458,55.10000229,78.59999847,116,94.5,52.5,26.60000038,-36.32999802,-24.51999855,-30.42499828,-21.14999962,-32.43000031,-26.78999996,-14.07999992,-23.89999962,-18.98999977,-12.63999939,-4.299999714,-8.469999552,-1.019999981,6.190000057,2.585000038,9.399999619,17.11999893,13.25999928,13.59999943,22.18999863,17.89499903,10.02999973,18.65999985,14.34499979,-0.859999955,7.619999886,3.379999965,-13.61999989,-4.509999752,-9.064999819,-25.42000008,-15.90999985,-20.66499996,-33.47999954,-23.05999947,-28.2699995
Tunica Bayou Site 23,41.76904177,30.961944,-91.519444,31,2575,0,,18745,,,Radiocarbon years BP,,1280,170,407,31,37,2668,pollen,Section,202.6999969,114.5,81.80000305,63.90000153,68.90000153,85.40000153,135.6999969,158.9000092,177.1999969,190.8000031,234.8000031,283.6000061,-11.72999954,-1.899999976,-6.814999759,1.360000014,-9.039999962,-3.839999974,8.170000076,-2.399999857,2.88500011,5.389999866,16.02999878,10.70999932,12.84999943,23.52999878,18.1899991,18.81999969,29.59999847,24.20999908,21.03999901,31.17000008,26.10499954,19.68000031,30.04999924,24.86499977,14.55999947,24.79999924,19.67999935,4.880000114,16.61999893,10.74999952,-3.75999999,7.199999809,1.719999909,-9.869999886,-0.07,-4.969999943
Marl Pond,41.31578947,55.047975,-105.385195,379,11749,330,,18741,19175,18461,Radiocarbon years BP,,9899,157,380,15,16,17715,pollen,Core,3.600000143,2.299999952,3.200000048,5.700000286,12.80000019,41,58,47.70000076,37.40000153,15.90000057,9.900000572,4.900000095,-47.34999847,-41.20000076,-44.27499962,-34.48999786,-45.81999969,-40.15499878,-25.57999992,-43.84999847,-34.7149992,-36.54000092,-15.93999958,-26.24000025,-30.04999924,-9.38999939,-19.71999931,-23.06999969,-6.299999714,-14.6849997,-19.72999954,-5.389999866,-12.5599997,-23.94999886,-9.479999542,-16.7149992,-32.25,-17.34000015,-24.79500008,-38.25999832,-25.39999962,-31.82999897,-44.25999832,-35.07999802,-39.66999817,-46.96999741,-40.72999954,-43.84999847
Jackson Pond,46.53465347,37.43255,-85.72462,260,1125,580,0.8,18676,,,Radiocarbon years BP,,554,164.5,353.5,26,31,1160,pollen,Core,92.59999847,83.30000305,131.9000092,126.7000046,145.5,123.5999985,130,136.1000061,165.1999969,152,148.6999969,117.5999985,-32.46999741,-18.69999886,-25.58499813,-16.79999924,-30.34999847,-23.57499886,-10.35999966,-21.88999939,-16.12499952,-11.39999962,-1.25999999,-6.329999804,-0.229999989,8.859999657,4.314999834,9.909999847,18.64999962,14.27999973,14.02999973,22.72999954,18.37999964,11.02999973,20.01000023,15.51999998,2.230000019,11.81999969,7.024999857,-11.25999928,0.589999974,-5.334999651,-21.71999931,-9.729999542,-15.72499943,-29.78999901,-17.12999916,-23.45999908
Nonconnah Creek [TN-1],57.17821782,35.08333333,-89.91666667,76,1757,62.5,,18644,,,Radiocarbon years BP,,884,231,404,33,40,1815,pollen,Section,116.5,96.80000305,129.1000061,134.6000061,128.8000031,94.20000458,106.3000031,129.1999969,160,178.3000031,209,166.8000031,-28.93000031,-18.36999893,-23.64999962,-15.21999931,-25.11999893,-20.16999912,-6.889999866,-15.13000011,-11.00999999,-3.00999999,3.639999866,0.314999938,7.839999676,14.39999962,11.11999965,15.96000004,24.36999893,20.16499949,19.13999939,28.12999916,23.63499928,16.71999931,25.56999969,21.1449995,8.869999886,16.93000031,12.9000001,-4.139999866,5.099999905,0.480000019,-16.44000053,-7.019999981,-11.73000026,-25.57999992,-15.92000008,-20.75
